Batter,Runs,Innings,BallsFaced,Boundaries,DotBalls,Matches,Average,StrikeRate,RunsPerInnings,RunsPerMatch,BoundaryPercentage,DotBallPercentage,TestScore,Format,ODIScore,T20Score
Akash Deep,163,10,304,26,241,10,16.3,53.61842105263158,16.3,16.3,0.08552631578947369,0.7927631578947368,16.3,Test,,
Al Sahariar,36,1,61,4,47,1,36.0,59.01639344262295,36.0,36.0,0.06557377049180328,0.7704918032786885,36.0,Test,,
Al-Amin Hossain,90,7,127,16,97,7,12.857142857142858,70.86614173228347,12.857142857142858,12.857142857142858,0.12598425196850394,0.7637795275590551,12.857142857142858,Test,,
Alok Kapali,143,6,260,20,196,6,23.833333333333332,55.00000000000001,23.833333333333332,23.833333333333332,0.07692307692307693,0.7538461538461538,23.833333333333332,Test,,
Anamul Haque,162,8,399,21,318,8,20.25,40.6015037593985,20.25,20.25,0.05263157894736842,0.7969924812030075,20.25,Test,,
Anwar Hossain Monir,0,1,16,0,16,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Test,,
Ariful Haque,88,2,159,10,110,2,44.0,55.34591194968554,44.0,44.0,0.06289308176100629,0.6918238993710691,44.0,Test,,
Asad Shafiq,4660,75,9601,544,7217,75,62.13333333333333,48.53661076971149,62.13333333333333,62.13333333333333,0.05666076450369753,0.7516925320279138,62.13333333333334,Test,,
Asif Afridi,4,1,5,1,4,1,4.0,80.0,4.0,4.0,0.2,0.8,4.0,Test,,
Asim Kamal,219,3,457,36,363,3,73.0,47.921225382932164,73.0,73.0,0.0787746170678337,0.7943107221006565,73.0,Test,,
Azhar Ali,7142,97,17063,720,13102,97,73.62886597938144,41.85664888940984,73.62886597938144,73.62886597938144,0.04219656566840532,0.7678602824825647,73.62886597938144,Test,,
B Casson,10,1,44,1,40,1,10.0,22.727272727272727,10.0,10.0,0.022727272727272728,0.9090909090909091,10.0,Test,,
B Doggett,20,2,51,1,38,2,10.0,39.21568627450981,10.0,10.0,0.0196078431372549,0.7450980392156863,10.0,Test,,
B Evans,7,1,16,1,13,1,7.0,43.75,7.0,7.0,0.0625,0.8125,7.0,Test,,
B Kumar,552,19,1228,80,961,19,29.05263157894737,44.951140065146575,29.05263157894737,29.05263157894737,0.06514657980456026,0.7825732899022801,29.05263157894737,Test,,
B Lee,834,37,1638,116,1263,37,22.54054054054054,50.91575091575091,22.54054054054054,22.54054054054054,0.07081807081807082,0.7710622710622711,22.54054054054054,Test,,
B Mavuta,82,4,206,12,167,4,20.5,39.80582524271845,20.5,20.5,0.05825242718446602,0.8106796116504854,20.5,Test,,
B Muzarabani,231,13,425,35,325,13,17.76923076923077,54.352941176470594,17.76923076923077,17.76923076923077,0.08235294117647059,0.7647058823529411,17.76923076923077,Test,,
B Sai Sudharsan,302,6,785,38,623,6,50.333333333333336,38.47133757961784,50.333333333333336,50.333333333333336,0.048407643312101914,0.7936305732484077,50.333333333333336,Test,,
B White,1,3,30,0,29,3,0.3333333333333333,3.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.9666666666666667,0.3333333333333333,Test,,
BA Carse,357,14,496,47,338,14,25.5,71.9758064516129,25.5,25.5,0.09475806451612903,0.6814516129032258,25.5,Test,,
BA King,332,6,551,57,416,6,55.333333333333336,60.254083484573506,55.333333333333336,55.333333333333336,0.10344827586206896,0.7549909255898367,55.33333333333334,Test,,
BA Parchment,55,2,164,5,138,2,27.5,33.53658536585366,27.5,27.5,0.03048780487804878,0.8414634146341463,27.5,Test,,
